Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Prazo máximo de Entrega (product.metafields.nerd.dias_max),Prazo Mínimo de Entrega (product.metafields.nerd.dias_min),Prazo de entrega (product.metafields.nerd.prazo_entrega),Cor do Badge (product.metafields.nerdling.badge_color),Data de lançamento (product.metafields.nerdling.data_lancamento),Badge do Produto (product.metafields.nerdling.product_badge),Link (product.metafields.nerdlingo.link),Características de roupas esportivas (product.metafields.shopify.activewear-clothing-features),Atividade (product.metafields.shopify.activity),Grupo de idade (product.metafields.shopify.age-group),Instruções de cuidados (product.metafields.shopify.care-instructions),Características de roupas (product.metafields.shopify.clothing-features),Cor (product.metafields.shopify.color-pattern),Tecido (product.metafields.shopify.fabric),Decote (product.metafields.shopify.neckline),Faixa etária recomendada (product.metafields.shopify.recommended-age-group),Tamanho (product.metafields.shopify.size),Tipo de comprimento da manga (product.metafields.shopify.sleeve-length-type),Gênero alvo (product.metafields.shopify.target-gender),Tipo de comprimento do top (product.metafields.shopify.top-length-type),Características do boneco (product.metafields.shopify.toy-figure-features),Material de brinquedo/jogo (product.metafields.shopify.toy-game-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Brasil,Price / Brasil,Compare At Price / Brasil,Status
httpsshopeecombrcamiseta-algodc3a3o-undertale-youre-filled-with-determination-unissex-100-algodc3a3o-bearstreetwear-i44436210923893595438extraparams7b22display_model_id223a2387875893812c22model_selection_logic223a37dsp_atk1818e96f,,,,,,,,,Preto,,,M camiseta,,,,,,0.0,,continue,manual,52.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra0s-m4t82bbpgyq23e.webp?v=1775604254,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra1d-m4t81z4rbbiv81.webp?v=1775604255,kg,,,,,,
httpsshopeecombrcamiseta-algodc3a3o-undertale-youre-filled-with-determination-unissex-100-algodc3a3o-bearstreetwear-i44436210923893595438extraparams7b22display_model_id223a2387875893812c22model_selection_logic223a37dsp_atk1818e96f,,,,,,,,,Preto,,,G camiseta,,,,,,0.0,,continue,manual,52.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra0h-m4t820fxeal39a.webp?v=1775604254,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra1d-m4t81z4rbbiv81.webp?v=1775604255,kg,,,,,,
httpsshopeecombrcamiseta-algodc3a3o-undertale-youre-filled-with-determination-unissex-100-algodc3a3o-bearstreetwear-i44436210923893595438extraparams7b22display_model_id223a2387875893812c22model_selection_logic223a37dsp_atk1818e96f,,,,,,,,,Preto,,,GG camiseta,,,,,,0.0,,continue,manual,52.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra1u-m4t821f604w0a2.webp?v=1775604256,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra1d-m4t81z4rbbiv81.webp?v=1775604255,kg,,,,,,
httpsshopeecombrcamiseta-algodc3a3o-undertale-youre-filled-with-determination-unissex-100-algodc3a3o-bearstreetwear-i44436210923893595438extraparams7b22display_model_id223a2387875893812c22model_selection_logic223a37dsp_atk1818e96f,,,,,,,,,Girassol Preto,,,P camiseta,,,,,,0.0,,continue,manual,52.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra0o-m4t822eej43k29.webp?v=1775604257,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra0h-m4t820fxeal39a.webp?v=1775604254,kg,,,,,,
httpsshopeecombrcamiseta-algodc3a3o-undertale-youre-filled-with-determination-unissex-100-algodc3a3o-bearstreetwear-i44436210923893595438extraparams7b22display_model_id223a2387875893812c22model_selection_logic223a37dsp_atk1818e96f,,,,,,,,,Girassol Preto,,,M camiseta,,,,,,0.0,,continue,manual,52.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra2p-m4t823dd5el324.webp?v=1775604258,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra0h-m4t820fxeal39a.webp?v=1775604254,kg,,,,,,
httpsshopeecombrcamiseta-algodc3a3o-undertale-youre-filled-with-determination-unissex-100-algodc3a3o-bearstreetwear-i44436210923893595438extraparams7b22display_model_id223a2387875893812c22model_selection_logic223a37dsp_atk1818e96f,,,,,,,,,Girassol Preto,,,G camiseta,,,,,,0.0,,continue,manual,52.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra0h-m4t820fxeal39a.webp?v=1775604254,kg,,,,,,
httpsshopeecombrcamiseta-algodc3a3o-undertale-youre-filled-with-determination-unissex-100-algodc3a3o-bearstreetwear-i44436210923893595438extraparams7b22display_model_id223a2387875893812c22model_selection_logic223a37dsp_atk1818e96f,,,,,,,,,Girassol Preto,,,GG camiseta,,,,,,0.0,,continue,manual,52.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra0h-m4t820fxeal39a.webp?v=1775604254,kg,,,,,,
httpsshopeecombrcamiseta-algodc3a3o-undertale-youre-filled-with-determination-unissex-100-algodc3a3o-bearstreetwear-i44436210923893595438extraparams7b22display_model_id223a2387875893812c22model_selection_logic223a37dsp_atk1818e96f,,,,,,,,,Azul,,,P camiseta,,,,,,0.0,,continue,manual,52.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra1u-m4t821f604w0a2.webp?v=1775604256,kg,,,,,,
httpsshopeecombrcamiseta-algodc3a3o-undertale-youre-filled-with-determination-unissex-100-algodc3a3o-bearstreetwear-i44436210923893595438extraparams7b22display_model_id223a2387875893812c22model_selection_logic223a37dsp_atk1818e96f,,,,,,,,,Azul,,,M camiseta,,,,,,0.0,,continue,manual,52.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra1u-m4t821f604w0a2.webp?v=1775604256,kg,,,,,,
httpsshopeecombrcamiseta-algodc3a3o-undertale-youre-filled-with-determination-unissex-100-algodc3a3o-bearstreetwear-i44436210923893595438extraparams7b22display_model_id223a2387875893812c22model_selection_logic223a37dsp_atk1818e96f,,,,,,,,,Azul,,,G camiseta,,,,,,0.0,,continue,manual,52.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra1u-m4t821f604w0a2.webp?v=1775604256,kg,,,,,,
httpsshopeecombrcamiseta-algodc3a3o-undertale-youre-filled-with-determination-unissex-100-algodc3a3o-bearstreetwear-i44436210923893595438extraparams7b22display_model_id223a2387875893812c22model_selection_logic223a37dsp_atk1818e96f,,,,,,,,,Azul,,,GG camiseta,,,,,,0.0,,continue,manual,52.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra1u-m4t821f604w0a2.webp?v=1775604256,kg,,,,,,
httpsshopeecombrcamiseta-algodc3a3o-undertale-youre-filled-with-determination-unissex-100-algodc3a3o-bearstreetwear-i44436210923893595438extraparams7b22display_model_id223a2387875893812c22model_selection_logic223a37dsp_atk1818e96f,,,,,,,,,Marrom,,,P camiseta,,,,,,0.0,,continue,manual,52.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra0o-m4t822eej43k29.webp?v=1775604257,kg,,,,,,
httpsshopeecombrcamiseta-algodc3a3o-undertale-youre-filled-with-determination-unissex-100-algodc3a3o-bearstreetwear-i44436210923893595438extraparams7b22display_model_id223a2387875893812c22model_selection_logic223a37dsp_atk1818e96f,,,,,,,,,Marrom,,,M camiseta,,,,,,0.0,,continue,manual,52.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra0o-m4t822eej43k29.webp?v=1775604257,kg,,,,,,
httpsshopeecombrcamiseta-algodc3a3o-undertale-youre-filled-with-determination-unissex-100-algodc3a3o-bearstreetwear-i44436210923893595438extraparams7b22display_model_id223a2387875893812c22model_selection_logic223a37dsp_atk1818e96f,,,,,,,,,Marrom,,,G camiseta,,,,,,0.0,,continue,manual,52.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra0o-m4t822eej43k29.webp?v=1775604257,kg,,,,,,
httpsshopeecombrcamiseta-algodc3a3o-undertale-youre-filled-with-determination-unissex-100-algodc3a3o-bearstreetwear-i44436210923893595438extraparams7b22display_model_id223a2387875893812c22model_selection_logic223a37dsp_atk1818e96f,,,,,,,,,Marrom,,,GG camiseta,,,,,,0.0,,continue,manual,52.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra0o-m4t822eej43k29.webp?v=1775604257,kg,,,,,,
httpsshopeecombrcamiseta-algodc3a3o-undertale-youre-filled-with-determination-unissex-100-algodc3a3o-bearstreetwear-i44436210923893595438extraparams7b22display_model_id223a2387875893812c22model_selection_logic223a37dsp_atk1818e96f,,,,,,,,,Off White,,,P camiseta,,,,,,0.0,,continue,manual,52.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra2p-m4t823dd5el324.webp?v=1775604258,kg,,,,,,
httpsshopeecombrcamiseta-algodc3a3o-undertale-youre-filled-with-determination-unissex-100-algodc3a3o-bearstreetwear-i44436210923893595438extraparams7b22display_model_id223a2387875893812c22model_selection_logic223a37dsp_atk1818e96f,,,,,,,,,Off White,,,M camiseta,,,,,,0.0,,continue,manual,52.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra2p-m4t823dd5el324.webp?v=1775604258,kg,,,,,,
httpsshopeecombrcamiseta-algodc3a3o-undertale-youre-filled-with-determination-unissex-100-algodc3a3o-bearstreetwear-i44436210923893595438extraparams7b22display_model_id223a2387875893812c22model_selection_logic223a37dsp_atk1818e96f,,,,,,,,,Off White,,,G camiseta,,,,,,0.0,,continue,manual,52.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra2p-m4t823dd5el324.webp?v=1775604258,kg,,,,,,
httpsshopeecombrcamiseta-algodc3a3o-undertale-youre-filled-with-determination-unissex-100-algodc3a3o-bearstreetwear-i44436210923893595438extraparams7b22display_model_id223a2387875893812c22model_selection_logic223a37dsp_atk1818e96f,,,,,,,,,Off White,,,GG camiseta,,,,,,0.0,,continue,manual,52.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra2p-m4t823dd5el324.webp?v=1775604258,kg,,,,,,
httpsshopeecombrcamiseta-algodc3a3o-undertale-youre-filled-with-determination-unissex-100-algodc3a3o-bearstreetwear-i44436210923893595438extraparams7b22display_model_id223a2387875893812c22model_selection_logic223a37dsp_atk1818e96f,,,,,,,,,Branco,,,P camiseta,,,,,,0.0,,continue,manual,52.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra0s-m4t82bbpgyq23e.webp?v=1775604254,kg,,,,,,
httpsshopeecombrcamiseta-algodc3a3o-undertale-youre-filled-with-determination-unissex-100-algodc3a3o-bearstreetwear-i44436210923893595438extraparams7b22display_model_id223a2387875893812c22model_selection_logic223a37dsp_atk1818e96f,,,,,,,,,Branco,,,M camiseta,,,,,,0.0,,continue,manual,52.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra0s-m4t82bbpgyq23e.webp?v=1775604254,kg,,,,,,
httpsshopeecombrcamiseta-algodc3a3o-undertale-youre-filled-with-determination-unissex-100-algodc3a3o-bearstreetwear-i44436210923893595438extraparams7b22display_model_id223a2387875893812c22model_selection_logic223a37dsp_atk1818e96f,,,,,,,,,Branco,,,G camiseta,,,,,,0.0,,continue,manual,52.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra0s-m4t82bbpgyq23e.webp?v=1775604254,kg,,,,,,
httpsshopeecombrcamiseta-algodc3a3o-undertale-youre-filled-with-determination-unissex-100-algodc3a3o-bearstreetwear-i44436210923893595438extraparams7b22display_model_id223a2387875893812c22model_selection_logic223a37dsp_atk1818e96f,,,,,,,,,Branco,,,GG camiseta,,,,,,0.0,,continue,manual,52.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/sg-11134201-7ra0s-m4t82bbpgyq23e.webp?v=1775604254,kg,,,,,,
httpsshopeecombrcamiseta-harry-potter-dobby-elfo-hogwarts-magica-sirius-black-azkaban-lord-voldemort-relc3adquias-i40323348721199180042extraparams7b22display_model_id223a1497757206932c22model_selection_logic223a37dsp_atk9c6c9b2a-103,Camiseta Harry Potter Dobby Elfo Hogwarts Magica Sirius Black Azkaban Lord Voldemort Relíquias,"<p>Camisa Harry Potter Dobby Elfo Doméstico Câmara Secreta Mágica Camiseta, Blusa,</p><strong>Detalhes do Produto</strong><ul>
<li>
<strong>Material:</strong> 100% Algodão Penteado Fio 30.1 — macio e respirável</li>
<li>
<strong>Modelagem:</strong> Unissex, corte reto, manga curta, gola redonda</li>
<li>
<strong>Estampa:</strong> DTF de alta qualidade — cores vibrantes e durabilidade comprovada</li>
<li>
<strong>Tamanhos disponíveis:</strong> P, M, G e GG</li>
</ul><strong>Cuidados com o Produto</strong><ul>
<li>Lavar com a estampa do avesso, em água fria.</li>
<li>Não utilizar alvejante nem ciclo pesado na máquina.</li>
<li>Secar à sombra; não passar ferro diretamente sobre a estampa.</li>
</ul>",Nerdlingolab,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,Camiseta Básica Algodão,"Cor_BegeClaro, Cor_BegeEscuro, Cor_Branco, Cor_Cinza, Cor_Preto, Geek, Gênero_Masculino, Tamanho_G, Tamanho_GG, Tamanho_M, Tamanho_P",true,Cor,Dobby Elfo,,SIZE,P,,,,,,0.0,,continue,manual,72.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lqht9f2vpctje9.webp?v=1775604253,1,"",false,Camiseta Harry Potter Dobby Elfo Hogwarts Magica Sirius B...,"Camiseta Harry Potter Dobby Elfo Hogwart. 100% algodão, estampa DTF resistente. Tamanhos P ao GG. Nerdlingolab.",,,,,'2026-04-03,🆕 NOVO,https://shopee.com.br/Camiseta-Harry-Potter-Dobby-Elfo-Hogwarts-Magica-Sirius-Black-Azkaban-Lord-Voldemort-Rel%C3%ADquias-i.403233487.21199180042?extraParams=%7B%22display_model_id%22%3A149775720693%2C%22model_selection_logic%22%3A3%7D&sp_atk=9c6c9b2a-1036-4cd2-ae16-58b1e6d411f3&xptdk=9c6c9b2a-1036-4cd2-ae16-58b1e6d411f3,,,adultos; adolescentes,,,preto,algodao,redondo,,p,curto,unissex,medio,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lqht9f2vpctje9.webp?v=1775604253,kg,,,true,,,active
httpsshopeecombrcamiseta-harry-potter-dobby-elfo-hogwarts-magica-sirius-black-azkaban-lord-voldemort-relc3adquias-i40323348721199180042extraparams7b22display_model_id223a1497757206932c22model_selection_logic223a37dsp_atk9c6c9b2a-103,,,,,,,,,Dobby Elfo,,,M,,,,,,0.0,,continue,manual,72.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lqhut3v9qscj3b.webp?v=1775604253,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lqht9f2vpctje9.webp?v=1775604253,kg,,,,,,
httpsshopeecombrcamiseta-harry-potter-dobby-elfo-hogwarts-magica-sirius-black-azkaban-lord-voldemort-relc3adquias-i40323348721199180042extraparams7b22display_model_id223a1497757206932c22model_selection_logic223a37dsp_atk9c6c9b2a-103,,,,,,,,,Dobby Elfo,,,G,,,,,,0.0,,continue,manual,72.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lqhut3v9s6wz8f.webp?v=1775604254,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lqht9f2vpctje9.webp?v=1775604253,kg,,,,,,
httpsshopeecombrcamiseta-harry-potter-dobby-elfo-hogwarts-magica-sirius-black-azkaban-lord-voldemort-relc3adquias-i40323348721199180042extraparams7b22display_model_id223a1497757206932c22model_selection_logic223a37dsp_atk9c6c9b2a-103,,,,,,,,,Dobby Elfo,,,GG,,,,,,0.0,,continue,manual,72.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lwxffi30cyoi38.webp?v=1775604252,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lqht9f2vpctje9.webp?v=1775604253,kg,,,,,,
httpsshopeecombrcamiseta-harry-potter-dobby-elfo-hogwarts-magica-sirius-black-azkaban-lord-voldemort-relc3adquias-i40323348721199180042extraparams7b22display_model_id223a1497757206932c22model_selection_logic223a37dsp_atk9c6c9b2a-103,,,,,,,,,Dobby Elfo,,,XGG,,,,,,0.0,,continue,manual,72.90,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lzrzertuk7y97b.webp?v=1775604252,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lqht9f2vpctje9.webp?v=1775604253,kg,,,,,,
httpsshopeecombrcamiseta-harry-potter-dobby-elfo-hogwarts-magica-sirius-black-azkaban-lord-voldemort-relc3adquias-i40323348721199180042extraparams7b22display_model_id223a1497757206932c22model_selection_logic223a37dsp_atk9c6c9b2a-103,,,,,,,,,Relíquias,,,P,,,,,,0.0,,continue,manual,72.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lqhut3v9qscj3b.webp?v=1775604253,kg,,,,,,
httpsshopeecombrcamiseta-harry-potter-dobby-elfo-hogwarts-magica-sirius-black-azkaban-lord-voldemort-relc3adquias-i40323348721199180042extraparams7b22display_model_id223a1497757206932c22model_selection_logic223a37dsp_atk9c6c9b2a-103,,,,,,,,,Relíquias,,,M,,,,,,0.0,,continue,manual,72.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lqhut3v9qscj3b.webp?v=1775604253,kg,,,,,,
httpsshopeecombrcamiseta-harry-potter-dobby-elfo-hogwarts-magica-sirius-black-azkaban-lord-voldemort-relc3adquias-i40323348721199180042extraparams7b22display_model_id223a1497757206932c22model_selection_logic223a37dsp_atk9c6c9b2a-103,,,,,,,,,Relíquias,,,G,,,,,,0.0,,continue,manual,72.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lqhut3v9qscj3b.webp?v=1775604253,kg,,,,,,
httpsshopeecombrcamiseta-harry-potter-dobby-elfo-hogwarts-magica-sirius-black-azkaban-lord-voldemort-relc3adquias-i40323348721199180042extraparams7b22display_model_id223a1497757206932c22model_selection_logic223a37dsp_atk9c6c9b2a-103,,,,,,,,,Relíquias,,,GG,,,,,,0.0,,continue,manual,72.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lqhut3v9qscj3b.webp?v=1775604253,kg,,,,,,
httpsshopeecombrcamiseta-harry-potter-dobby-elfo-hogwarts-magica-sirius-black-azkaban-lord-voldemort-relc3adquias-i40323348721199180042extraparams7b22display_model_id223a1497757206932c22model_selection_logic223a37dsp_atk9c6c9b2a-103,,,,,,,,,Relíquias,,,XGG,,,,,,0.0,,continue,manual,72.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lqhut3v9qscj3b.webp?v=1775604253,kg,,,,,,
httpsshopeecombrcamiseta-harry-potter-dobby-elfo-hogwarts-magica-sirius-black-azkaban-lord-voldemort-relc3adquias-i40323348721199180042extraparams7b22display_model_id223a1497757206932c22model_selection_logic223a37dsp_atk9c6c9b2a-103,,,,,,,,,Sirius Black,,,P,,,,,,0.0,,continue,manual,72.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lqhut3v9s6wz8f.webp?v=1775604254,kg,,,,,,
httpsshopeecombrcamiseta-harry-potter-dobby-elfo-hogwarts-magica-sirius-black-azkaban-lord-voldemort-relc3adquias-i40323348721199180042extraparams7b22display_model_id223a1497757206932c22model_selection_logic223a37dsp_atk9c6c9b2a-103,,,,,,,,,Sirius Black,,,M,,,,,,0.0,,continue,manual,72.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lqhut3v9s6wz8f.webp?v=1775604254,kg,,,,,,
httpsshopeecombrcamiseta-harry-potter-dobby-elfo-hogwarts-magica-sirius-black-azkaban-lord-voldemort-relc3adquias-i40323348721199180042extraparams7b22display_model_id223a1497757206932c22model_selection_logic223a37dsp_atk9c6c9b2a-103,,,,,,,,,Sirius Black,,,G,,,,,,0.0,,continue,manual,72.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lqhut3v9s6wz8f.webp?v=1775604254,kg,,,,,,
httpsshopeecombrcamiseta-harry-potter-dobby-elfo-hogwarts-magica-sirius-black-azkaban-lord-voldemort-relc3adquias-i40323348721199180042extraparams7b22display_model_id223a1497757206932c22model_selection_logic223a37dsp_atk9c6c9b2a-103,,,,,,,,,Sirius Black,,,GG,,,,,,0.0,,continue,manual,72.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lqhut3v9s6wz8f.webp?v=1775604254,kg,,,,,,
httpsshopeecombrcamiseta-harry-potter-dobby-elfo-hogwarts-magica-sirius-black-azkaban-lord-voldemort-relc3adquias-i40323348721199180042extraparams7b22display_model_id223a1497757206932c22model_selection_logic223a37dsp_atk9c6c9b2a-103,,,,,,,,,Sirius Black,,,XGG,,,,,,0.0,,continue,manual,72.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lqhut3v9s6wz8f.webp?v=1775604254,kg,,,,,,
httpsshopeecombrcamiseta-harry-potter-dobby-elfo-hogwarts-magica-sirius-black-azkaban-lord-voldemort-relc3adquias-i40323348721199180042extraparams7b22display_model_id223a1497757206932c22model_selection_logic223a37dsp_atk9c6c9b2a-103,,,,,,,,,Lord Voldemort,,,P,,,,,,0.0,,continue,manual,72.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lwxffi30cyoi38.webp?v=1775604252,kg,,,,,,
httpsshopeecombrcamiseta-harry-potter-dobby-elfo-hogwarts-magica-sirius-black-azkaban-lord-voldemort-relc3adquias-i40323348721199180042extraparams7b22display_model_id223a1497757206932c22model_selection_logic223a37dsp_atk9c6c9b2a-103,,,,,,,,,Lord Voldemort,,,M,,,,,,0.0,,continue,manual,72.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lwxffi30cyoi38.webp?v=1775604252,kg,,,,,,
httpsshopeecombrcamiseta-harry-potter-dobby-elfo-hogwarts-magica-sirius-black-azkaban-lord-voldemort-relc3adquias-i40323348721199180042extraparams7b22display_model_id223a1497757206932c22model_selection_logic223a37dsp_atk9c6c9b2a-103,,,,,,,,,Lord Voldemort,,,G,,,,,,0.0,,continue,manual,72.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lwxffi30cyoi38.webp?v=1775604252,kg,,,,,,
httpsshopeecombrcamiseta-harry-potter-dobby-elfo-hogwarts-magica-sirius-black-azkaban-lord-voldemort-relc3adquias-i40323348721199180042extraparams7b22display_model_id223a1497757206932c22model_selection_logic223a37dsp_atk9c6c9b2a-103,,,,,,,,,Lord Voldemort,,,GG,,,,,,0.0,,continue,manual,72.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lwxffi30cyoi38.webp?v=1775604252,kg,,,,,,
httpsshopeecombrcamiseta-harry-potter-dobby-elfo-hogwarts-magica-sirius-black-azkaban-lord-voldemort-relc3adquias-i40323348721199180042extraparams7b22display_model_id223a1497757206932c22model_selection_logic223a37dsp_atk9c6c9b2a-103,,,,,,,,,Lord Voldemort,,,XGG,,,,,,0.0,,continue,manual,72.90,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0946/9050/9168/files/br-11134207-7r98o-lwxffi30cyoi38.webp?v=1775604252,kg,,,,,,
